,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
1668,772086408.0,Existing Customer,,M,3.0,High School,Single,$80K - $120K,Blue,27.0,4.0,1.0,4.0,6162.0,943.0,5219.0,0.484,1527.0,35.0,0.207,0.153,0.00015942,0.99984
1669,708597558.0,Existing Customer,42.0,M,3.0,High School,Single,$60K - $80K,Blue,36.0,4.0,4.0,3.0,3337.0,795.0,2542.0,0.524,3951.0,68.0,0.619,0.238,0.00036878,0.99963
1670,718011783.0,Existing Customer,55.0,M,3.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2205.0,1337.0,868.0,0.65,1591.0,38.0,0.727,0.606,0.0003139,0.99969
1671,714360033.0,Existing Customer,62.0,M,1.0,High School,Married,$40K - $60K,Blue,43.0,5.0,1.0,3.0,4450.0,1444.0,3006.0,0.465,1326.0,44.0,0.419,0.324,8.453e-05,0.99992
1672,811005858.0,Existing Customer,33.0,F,0.0,Unknown,Married,Less than $40K,Blue,28.0,4.0,2.0,4.0,1438.3,0.0,1438.3,0.916,2914.0,70.0,0.591,0.0,0.00030803,0.99969
1673,794485158.0,Existing Customer,38.0,M,2.0,Unknown,Married,$80K - $120K,Blue,18.0,6.0,1.0,2.0,2172.0,1475.0,697.0,1.158,2447.0,46.0,1.3,0.679,6.054e-05,0.99994
1674,708513183.0,Existing Customer,39.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,29.0,4.0,2.0,2.0,4323.0,1267.0,3056.0,1.102,3078.0,58.0,0.611,0.293,0.00010985,0.99989
1675,719353158.0,Existing Customer,56.0,M,1.0,College,Married,$80K - $120K,,45.0,5.0,1.0,3.0,4145.0,1468.0,2677.0,0.579,1238.0,36.0,0.5,0.354,8.4537e-05,0.99992
1676,,Existing Customer,36.0,M,1.0,Graduate,Married,Less than $40K,Blue,18.0,6.0,3.0,,2032.0,1003.0,1029.0,1.005,2454.0,46.0,0.586,0.494,0.00028395,0.99972
1677,780374133.0,Existing Customer,29.0,M,1.0,College,Single,$80K - $120K,Blue,19.0,5.0,3.0,3.0,7010.0,2103.0,4907.0,1.007,2413.0,48.0,1.087,0.3,0.00027607,0.99972
1678,739117233.0,Existing Customer,57.0,M,3.0,High School,Married,$120K +,Blue,50.0,3.0,3.0,2.0,3205.0,1530.0,1675.0,0.673,2126.0,58.0,0.657,0.477,0.00018145,0.99982
1679,708486033.0,Existing Customer,55.0,F,3.0,Post-Graduate,Married,Unknown,Blue,36.0,3.0,2.0,3.0,16547.0,1521.0,15026.0,0.555,1782.0,48.0,0.333,0.092,,0.99977
1680,795237183.0,Existing Customer,51.0,F,2.0,Graduate,Married,$40K - $60K,Blue,45.0,3.0,2.0,4.0,5930.0,0.0,5930.0,1.19,2041.0,32.0,0.684,0.0,0.00032656,0.99967
1681,788788758.0,Existing Customer,,F,3.0,College,Single,Unknown,Blue,39.0,4.0,1.0,2.0,7469.0,1752.0,5717.0,0.923,2050.0,46.0,0.917,0.235,5.5564e-05,0.99994
1682,709635858.0,Existing Customer,,F,3.0,Graduate,Married,Less than $40K,Blue,45.0,6.0,2.0,3.0,2235.0,0.0,2235.0,0.556,1229.0,27.0,0.35,0.0,0.00019864,0.9998
1683,789701658.0,Existing Customer,26.0,M,,College,Single,$40K - $60K,Blue,13.0,5.0,2.0,2.0,2047.0,1196.0,851.0,0.623,2180.0,33.0,0.941,0.584,9.496e-05,0.99991
1684,713484483.0,Existing Customer,36.0,F,4.0,Uneducated,Single,Unknown,Silver,21.0,3.0,1.0,2.0,34516.0,907.0,33609.0,0.572,2298.0,55.0,0.719,0.026,5.3664e-05,0.99995
1685,711954558.0,Existing Customer,53.0,F,3.0,Graduate,Married,$40K - $60K,Blue,44.0,3.0,3.0,4.0,2636.0,2357.0,279.0,0.654,1333.0,34.0,0.545,0.894,0.00053543,0.99946
1686,712655583.0,Existing Customer,41.0,M,3.0,Graduate,Married,$40K - $60K,,32.0,3.0,3.0,2.0,6425.0,915.0,5510.0,0.958,2036.0,44.0,0.692,0.142,0.00018665,0.99981
1687,779686683.0,Existing Customer,26.0,F,0.0,Post-Graduate,Single,Less than $40K,Blue,13.0,5.0,3.0,2.0,2902.0,1668.0,1234.0,0.621,2088.0,34.0,0.478,0.575,0.00018162,0.99982
1688,711226758.0,Existing Customer,51.0,F,1.0,College,Divorced,Less than $40K,Blue,42.0,3.0,2.0,3.0,4002.0,1669.0,2333.0,0.702,2024.0,53.0,1.12,0.417,0.0001747,0.99983
1689,713241033.0,Existing Customer,34.0,M,0.0,Graduate,Married,$60K - $80K,Blue,26.0,4.0,3.0,3.0,5175.0,977.0,4198.0,1.705,2405.0,49.0,0.885,0.189,0.0002596,0.99974
1690,788754108.0,Existing Customer,65.0,F,1.0,Unknown,Single,$40K - $60K,Blue,48.0,4.0,2.0,4.0,4599.0,637.0,3962.0,0.622,2608.0,78.0,0.592,0.139,0.00033692,0.99966
1691,717013383.0,Existing Customer,52.0,M,2.0,High School,Married,$80K - $120K,Blue,43.0,4.0,3.0,4.0,31258.0,1518.0,29740.0,0.917,2866.0,53.0,0.893,0.049,0.00050163,0.9995
1692,712634133.0,Existing Customer,54.0,F,2.0,Graduate,Married,Less than $40K,Blue,45.0,5.0,2.0,4.0,2683.0,1671.0,1012.0,0.784,1406.0,37.0,0.423,0.623,0.00032656,0.99967
1693,709537683.0,Attrited Customer,37.0,M,3.0,College,Married,$80K - $120K,Blue,30.0,3.0,4.0,3.0,11638.0,926.0,10712.0,0.262,563.0,15.0,0.364,0.08,0.9973,0.00270308
1694,778627983.0,Existing Customer,40.0,F,3.0,Graduate,Married,Unknown,Blue,20.0,3.0,1.0,3.0,1829.0,1140.0,689.0,0.325,1610.0,49.0,0.4,0.623,9.6126e-05,0.9999
1695,720241758.0,Existing Customer,55.0,M,0.0,Doctorate,Married,$80K - $120K,Blue,36.0,3.0,1.0,3.0,8276.0,1671.0,6605.0,0.359,1409.0,25.0,0.25,0.202,0.00011504,0.99988
1696,720814233.0,Existing Customer,45.0,M,4.0,High School,Unknown,$80K - $120K,Blue,34.0,4.0,3.0,3.0,,1261.0,22278.0,0.484,1485.0,38.0,0.462,0.054,0.00030842,0.99969
1697,785080308.0,Existing Customer,37.0,F,2.0,High School,Married,Less than $40K,Blue,31.0,5.0,3.0,3.0,2352.0,0.0,2352.0,1.467,2344.0,48.0,0.92,0.0,0.00029408,0.99971
1698,713358633.0,Existing Customer,30.0,M,,Graduate,Single,$60K - $80K,Blue,36.0,6.0,1.0,2.0,11371.0,1015.0,10356.0,1.483,2768.0,68.0,0.889,0.089,5.1697e-05,0.99995
1699,720392433.0,Existing Customer,55.0,,1.0,Unknown,Married,Less than $40K,Blue,36.0,6.0,6.0,2.0,2857.0,2517.0,340.0,0.871,1869.0,47.0,0.567,0.881,0.0001465,0.99985
1700,720282558.0,Existing Customer,36.0,M,2.0,Graduate,Single,$80K - $120K,Silver,27.0,5.0,2.0,4.0,34516.0,1568.0,32948.0,0.878,2873.0,73.0,0.659,0.045,0.00029507,0.9997
1701,821370858.0,Existing Customer,39.0,M,1.0,Graduate,Married,$40K - $60K,Blue,35.0,5.0,3.0,4.0,6690.0,1884.0,4806.0,0.791,1734.0,39.0,0.625,0.282,0.00048435,0.99952
1702,799249833.0,Existing Customer,34.0,M,2.0,Graduate,Single,Less than $40K,Blue,28.0,5.0,1.0,4.0,4439.0,844.0,3595.0,0.863,2858.0,71.0,0.69,0.19,0.00015804,0.99984
1703,713016633.0,Existing Customer,47.0,M,3.0,High School,Single,$60K - $80K,Blue,36.0,4.0,3.0,2.0,5344.0,1582.0,3762.0,0.537,1984.0,36.0,1.0,0.296,0.00018145,0.99982
1704,814471983.0,Existing Customer,42.0,M,3.0,High School,Divorced,$80K - $120K,Blue,37.0,6.0,3.0,3.0,27310.0,0.0,27310.0,0.919,1537.0,41.0,1.05,0.0,0.00030516,0.99969
1705,779612808.0,Existing Customer,61.0,M,1.0,Graduate,Married,$40K - $60K,Blue,50.0,6.0,2.0,4.0,2531.0,2360.0,171.0,0.955,1263.0,35.0,0.591,0.932,0.00030653,0.99969
1706,716692683.0,Existing Customer,31.0,M,1.0,College,Single,$40K - $60K,Blue,22.0,4.0,1.0,3.0,9096.0,0.0,9096.0,0.768,2318.0,54.0,0.688,0.0,8.4537e-05,0.99992
1707,790145733.0,Attrited Customer,40.0,M,3.0,College,Single,$80K - $120K,Silver,33.0,1.0,3.0,4.0,34516.0,0.0,34516.0,0.927,1112.0,26.0,0.368,0.0,0.99788,0.00212041
1708,716038533.0,Existing Customer,42.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,,3.0,1.0,2.0,7169.0,902.0,6267.0,0.834,1438.0,35.0,0.591,0.126,5.7151e-05,0.99994
1709,714421233.0,,54.0,F,0.0,Graduate,Married,Less than $40K,Blue,36.0,5.0,3.0,4.0,5399.0,1723.0,3676.0,0.765,1292.0,34.0,0.889,0.319,0.00044282,0.99956
1710,709783908.0,Existing Customer,52.0,F,3.0,Unknown,Married,Less than $40K,Blue,47.0,6.0,3.0,2.0,2280.0,1170.0,1110.0,0.603,1924.0,50.0,0.667,0.513,0.00020516,0.99979
1711,812788233.0,Existing Customer,31.0,F,0.0,Graduate,Married,Less than $40K,,21.0,4.0,1.0,4.0,6315.0,1305.0,5010.0,0.542,2205.0,43.0,0.265,0.207,0.00013562,0.99986
1712,772452783.0,Existing Customer,43.0,M,3.0,Unknown,Married,$40K - $60K,Blue,33.0,6.0,1.0,2.0,4402.0,1640.0,2762.0,0.719,1774.0,46.0,1.0,0.373,6.282e-05,0.99994
1713,714002658.0,Existing Customer,49.0,M,2.0,Unknown,,$120K +,Blue,34.0,5.0,4.0,2.0,27732.0,1623.0,26109.0,0.452,1413.0,31.0,0.722,0.059,0.00023893,0.99976
1714,713464983.0,Existing Customer,45.0,F,2.0,Graduate,Unknown,$40K - $60K,Blue,36.0,4.0,3.0,4.0,4947.0,1053.0,3894.0,1.195,3479.0,76.0,0.81,0.213,0.000516,0.99948
1715,713910108.0,Existing Customer,38.0,M,,Graduate,Married,$80K - $120K,Blue,28.0,3.0,2.0,,3946.0,2375.0,1571.0,0.921,1646.0,43.0,0.536,0.602,0.00017969,0.99982
1716,808169358.0,Existing Customer,57.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,52.0,5.0,3.0,4.0,12291.0,2289.0,10002.0,0.685,1683.0,50.0,0.471,0.186,0.00053055,0.99947
1717,714013083.0,Existing Customer,63.0,F,2.0,Graduate,Married,$40K - $60K,Blue,53.0,4.0,2.0,4.0,3067.0,1874.0,1193.0,0.791,1420.0,32.0,0.455,0.611,0.00032656,0.99967
1718,715381533.0,Existing Customer,42.0,F,4.0,Post-Graduate,Single,Less than $40K,Blue,36.0,6.0,2.0,3.0,1438.3,674.0,764.3,1.769,2451.0,55.0,1.292,0.469,0.00023623,0.99976
1719,717678408.0,Existing Customer,61.0,F,1.0,Doctorate,Married,$40K - $60K,Blue,47.0,4.0,2.0,4.0,8633.0,2517.0,6116.0,0.681,2066.0,51.0,0.457,0.292,0.00044353,0.99956
1720,719143308.0,Existing Customer,37.0,M,2.0,Unknown,Single,$40K - $60K,Blue,28.0,4.0,4.0,3.0,2394.0,0.0,2394.0,1.059,2805.0,85.0,0.667,0.0,0.00040183,0.9996
1721,711509658.0,Attrited Customer,61.0,M,2.0,Graduate,Married,$120K +,Blue,49.0,3.0,0.0,4.0,11374.0,2517.0,,1.015,1088.0,26.0,1.167,0.221,0.98319,0.01681
1722,757481283.0,Existing Customer,35.0,M,3.0,College,Married,$60K - $80K,Blue,28.0,4.0,3.0,4.0,6921.0,2159.0,4762.0,0.895,1931.0,35.0,0.75,0.312,0.00052057,0.99948
1723,808681158.0,Existing Customer,57.0,M,0.0,,Married,$80K - $120K,Blue,52.0,4.0,6.0,4.0,2564.0,2379.0,185.0,0.358,1343.0,35.0,0.296,0.928,0.00034959,0.99965
1724,718867683.0,Existing Customer,64.0,M,1.0,Unknown,Married,Less than $40K,Blue,55.0,4.0,3.0,4.0,2720.0,1904.0,816.0,0.634,1613.0,43.0,0.344,0.7,0.00053237,0.99947
1725,714618333.0,Existing Customer,39.0,F,2.0,Doctorate,,Unknown,,36.0,3.0,2.0,4.0,9843.0,2154.0,7689.0,0.733,1402.0,35.0,0.667,0.219,0.00047251,0.99953
1726,794562783.0,Existing Customer,28.0,F,0.0,Unknown,Single,Unknown,Blue,13.0,5.0,3.0,2.0,21691.0,661.0,21030.0,0.767,2534.0,51.0,0.962,0.03,0.00016966,0.99983
1727,708208758.0,Existing Customer,53.0,M,1.0,Graduate,Single,$80K - $120K,Blue,45.0,6.0,3.0,2.0,1826.0,883.0,943.0,0.953,2199.0,48.0,1.0,0.484,0.00016883,0.99983
1728,794504658.0,Existing Customer,,M,1.0,Unknown,Married,$60K - $80K,Blue,24.0,6.0,3.0,0.0,5746.0,1829.0,3917.0,0.649,1562.0,44.0,0.913,0.318,6.846e-05,0.99993
1729,714772758.0,Existing Customer,35.0,F,,Graduate,Married,Less than $40K,Blue,27.0,6.0,2.0,4.0,2926.0,1346.0,1580.0,0.834,1851.0,48.0,0.455,0.46,0.00033886,0.99966
1730,713830233.0,Existing Customer,47.0,F,5.0,High School,Married,$40K - $60K,Blue,36.0,5.0,3.0,2.0,7061.0,1813.0,5248.0,0.744,1831.0,60.0,0.5,0.257,0.00018053,0.99982
1731,713577483.0,Existing Customer,47.0,M,4.0,Unknown,Married,$80K - $120K,Blue,35.0,3.0,3.0,4.0,5589.0,1430.0,4159.0,0.632,1570.0,31.0,0.722,0.256,0.0005948,0.99941
1732,814513008.0,Existing Customer,38.0,M,,Graduate,Married,$80K - $120K,Blue,33.0,5.0,3.0,3.0,9620.0,2033.0,7587.0,0.667,1735.0,43.0,0.387,0.211,0.00030251,0.9997
1733,712765158.0,Existing Customer,26.0,F,1.0,High School,Single,Less than $40K,Blue,15.0,5.0,3.0,3.0,2539.0,2162.0,377.0,0.635,2386.0,47.0,0.382,0.852,0.00027604,0.99972
1734,714411108.0,Existing Customer,37.0,F,3.0,Graduate,Single,Unknown,Blue,28.0,4.0,2.0,3.0,3642.0,610.0,3032.0,0.676,2790.0,68.0,0.581,0.167,0.00019864,0.9998
1735,720231108.0,Existing Customer,57.0,M,2.0,Graduate,Single,Less than $40K,Blue,39.0,3.0,4.0,3.0,3451.0,0.0,3451.0,0.744,3031.0,57.0,0.676,0.0,0.00036558,0.99963
1736,709035708.0,Existing Customer,38.0,F,0.0,Unknown,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,1841.0,1246.0,595.0,0.759,1819.0,35.0,0.522,0.677,0.00018057,0.99982
1737,,Existing Customer,39.0,M,1.0,Graduate,Married,$120K +,Blue,25.0,6.0,3.0,2.0,5764.0,1529.0,4235.0,1.356,1972.0,38.0,0.52,0.265,0.00016883,0.99983
1738,708623283.0,Existing Customer,35.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,16.0,6.0,3.0,2.0,18278.0,0.0,18278.0,0.798,2084.0,61.0,1.103,0.0,0.00018494,0.99982
1739,813247083.0,Existing Customer,,M,2.0,Graduate,Married,$80K - $120K,Blue,33.0,4.0,3.0,2.0,16059.0,618.0,15441.0,0.824,1357.0,26.0,1.0,0.038,0.00017987,0.99982
1740,780078333.0,Existing Customer,56.0,M,2.0,Unknown,Married,$60K - $80K,Blue,41.0,3.0,2.0,2.0,5887.0,659.0,5228.0,0.65,1193.0,26.0,0.3,0.112,0.00012511,0.99987
1741,811915383.0,Existing Customer,36.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,31.0,6.0,2.0,2.0,3152.0,1986.0,1166.0,1.328,2530.0,50.0,0.724,0.63,0.00012144,0.99988
1742,719818983.0,Attrited Customer,39.0,M,1.0,College,Divorced,$80K - $120K,Blue,28.0,1.0,3.0,4.0,12464.0,0.0,12464.0,0.864,1195.0,35.0,0.522,0.0,0.99788,0.00211807
1743,716349183.0,Existing Customer,58.0,F,1.0,Uneducated,Married,Unknown,Blue,36.0,5.0,2.0,3.0,4784.0,0.0,4784.0,0.905,2160.0,54.0,0.929,0.0,0.00018475,0.99982
1744,710067183.0,Existing Customer,28.0,M,1.0,High School,Single,Less than $40K,,36.0,5.0,2.0,3.0,1950.0,0.0,1950.0,0.803,2074.0,81.0,0.8,0.0,0.00017468,0.99983
1745,771234558.0,Existing Customer,65.0,F,0.0,Graduate,Single,Less than $40K,Blue,56.0,6.0,3.0,2.0,7478.0,0.0,7478.0,0.847,2213.0,62.0,0.771,0.0,0.00015435,0.99985
1746,820288233.0,Existing Customer,26.0,F,0.0,Uneducated,Single,Less than $40K,,20.0,4.0,3.0,4.0,1438.3,0.0,1438.3,0.764,2731.0,39.0,0.5,0.0,0.00045531,0.99954
1747,717511533.0,Existing Customer,28.0,M,0.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,2.0,4.0,1707.0,1191.0,516.0,0.669,2950.0,87.0,0.977,0.698,0.00028024,0.99972
1748,711642108.0,Existing Customer,30.0,F,1.0,Uneducated,Married,Unknown,Blue,13.0,5.0,2.0,2.0,4016.0,917.0,3099.0,1.246,2572.0,35.0,0.591,0.228,0.00010985,0.99989
1749,712495233.0,Existing Customer,31.0,F,0.0,Uneducated,Married,Less than $40K,Blue,19.0,5.0,3.0,2.0,2370.0,1699.0,671.0,0.889,2411.0,53.0,0.656,0.717,0.00015871,0.99984
1750,718484283.0,Existing Customer,57.0,M,3.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,6.0,1.0,4.0,3478.0,2517.0,961.0,0.685,1409.0,49.0,0.75,0.724,0.00019296,
1751,717413658.0,Existing Customer,43.0,M,4.0,High School,Married,$40K - $60K,Blue,32.0,6.0,2.0,2.0,1539.0,989.0,550.0,0.86,1987.0,47.0,0.808,0.643,0.00011604,0.99988
1752,804668658.0,Attrited Customer,26.0,F,0.0,Uneducated,Single,Less than $40K,Blue,20.0,3.0,2.0,4.0,1438.3,0.0,1438.3,0.506,947.0,20.0,0.053,0.0,0.99654,0.00345754
1753,715934283.0,Existing Customer,39.0,F,2.0,High School,Single,$40K - $60K,Blue,26.0,6.0,3.0,2.0,3142.0,1639.0,1503.0,0.986,3046.0,56.0,1.154,0.522,0.00017486,0.99983
1754,717499083.0,Existing Customer,35.0,M,0.0,Unknown,Single,$60K - $80K,Blue,36.0,3.0,1.0,,17236.0,0.0,17236.0,0.958,3013.0,78.0,0.696,0.0,5.1951e-05,0.99995
1755,715279683.0,Existing Customer,52.0,F,2.0,Uneducated,Married,$40K - $60K,Blue,36.0,5.0,1.0,4.0,1438.3,0.0,1438.3,0.529,1679.0,39.0,0.5,0.0,0.00016249,0.99984
1756,718971333.0,Existing Customer,33.0,M,1.0,Graduate,Single,$80K - $120K,Blue,20.0,5.0,3.0,2.0,13206.0,925.0,12281.0,0.766,2342.0,51.0,1.318,0.07,0.00016883,0.99983
1757,709219533.0,Existing Customer,53.0,M,3.0,High School,Married,$60K - $80K,Blue,41.0,3.0,1.0,0.0,2480.0,1351.0,1129.0,0.522,1359.0,36.0,0.565,0.545,2.0494e-05,0.99998
1758,709150608.0,Existing Customer,30.0,F,0.0,Unknown,Married,Less than $40K,Blue,19.0,5.0,1.0,4.0,2898.0,0.0,2898.0,1.154,2632.0,64.0,0.778,0.0,0.00014907,0.99985
1759,788259558.0,Existing Customer,59.0,M,0.0,Unknown,Married,Less than $40K,Blue,51.0,5.0,3.0,4.0,1570.0,1028.0,542.0,0.742,1430.0,28.0,1.333,0.655,0.00048673,0.99951
1760,802464033.0,Existing Customer,65.0,F,0.0,Graduate,Married,Less than $40K,Blue,56.0,6.0,3.0,3.0,4460.0,1262.0,3198.0,0.898,1877.0,41.0,0.783,0.283,0.0002596,0.99974
1761,712757808.0,,33.0,F,2.0,Uneducated,Married,Less than $40K,Blue,22.0,4.0,2.0,4.0,1544.0,0.0,,0.677,1731.0,40.0,0.739,0.0,0.00033577,0.99966
1762,714457083.0,Existing Customer,52.0,F,2.0,High School,Married,Unknown,Blue,44.0,6.0,3.0,2.0,3456.0,2219.0,1237.0,0.636,1332.0,24.0,0.5,0.642,0.00017486,0.99983
1763,713413758.0,Existing Customer,26.0,F,1.0,College,Single,Unknown,Blue,16.0,4.0,3.0,3.0,2751.0,1599.0,1152.0,0.694,2270.0,44.0,0.333,0.581,0.00027607,0.99972
1764,708741633.0,Existing Customer,52.0,,4.0,High School,Married,$60K - $80K,Blue,44.0,6.0,3.0,4.0,4153.0,0.0,4153.0,0.434,1771.0,41.0,0.367,0.0,0.00052608,0.99947
1765,714043833.0,Existing Customer,37.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,2.0,4.0,3685.0,1396.0,2289.0,0.974,3016.0,85.0,0.809,0.379,0.00033886,0.99966
1766,789577833.0,Existing Customer,56.0,,2.0,Graduate,Married,$120K +,Blue,49.0,4.0,1.0,4.0,8902.0,1932.0,6970.0,0.781,969.0,29.0,1.071,0.217,0.00015804,0.99984
1767,787570758.0,Existing Customer,35.0,M,2.0,Uneducated,,$120K +,Blue,26.0,3.0,3.0,4.0,2944.0,1596.0,1348.0,0.737,2070.0,44.0,0.467,0.542,0.00053055,0.99947
1768,720371733.0,Existing Customer,58.0,F,0.0,Graduate,Married,Less than $40K,Blue,47.0,5.0,3.0,2.0,2232.0,786.0,1446.0,0.435,1395.0,39.0,0.345,0.352,0.00015435,0.99985
1769,819117183.0,Existing Customer,34.0,F,3.0,Unknown,Married,$40K - $60K,Blue,29.0,3.0,2.0,4.0,1569.0,909.0,660.0,1.288,2169.0,48.0,1.182,0.579,0.00037246,0.99963
1770,711776433.0,Existing Customer,37.0,M,3.0,Uneducated,Single,$80K - $120K,,26.0,4.0,2.0,2.0,23622.0,1153.0,22469.0,0.666,2574.0,65.0,0.625,0.049,0.00012144,0.99988
1771,709583133.0,Existing Customer,53.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,40.0,6.0,3.0,3.0,3326.0,1442.0,1884.0,0.711,1627.0,54.0,1.077,0.434,0.00032275,0.99968
1772,719521983.0,Existing Customer,38.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,31.0,4.0,3.0,3.0,6116.0,1698.0,4418.0,0.937,1592.0,32.0,1.0,0.278,0.00031104,0.99969
1773,718415133.0,Existing Customer,38.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,25.0,6.0,1.0,3.0,11352.0,0.0,11352.0,1.324,1601.0,34.0,1.125,0.0,8.9404e-05,0.99991
1774,710594358.0,Existing Customer,28.0,F,0.0,Unknown,Single,Less than $40K,Silver,36.0,4.0,3.0,4.0,14910.0,873.0,,0.737,2560.0,72.0,0.674,0.059,0.00043981,0.99956
1775,709730508.0,Existing Customer,39.0,F,0.0,High School,Single,Unknown,Blue,27.0,6.0,3.0,3.0,17531.0,0.0,17531.0,0.8,4563.0,61.0,0.743,0.0,0.00025237,0.99975
1776,720462633.0,Existing Customer,43.0,F,3.0,Uneducated,Single,Less than $40K,Blue,29.0,3.0,2.0,3.0,,643.0,3495.0,0.681,1827.0,49.0,0.581,0.155,0.00020424,0.9998
1777,715005558.0,Existing Customer,36.0,M,2.0,College,Single,$80K - $120K,Blue,36.0,6.0,2.0,2.0,8374.0,2147.0,6227.0,1.113,2472.0,65.0,1.167,0.256,0.00011066,0.99989
1778,779993208.0,Existing Customer,38.0,F,2.0,Uneducated,Married,Less than $40K,Blue,28.0,3.0,3.0,3.0,7049.0,0.0,7049.0,0.988,1475.0,27.0,1.7,0.0,0.00031104,0.99969
1779,787543008.0,Existing Customer,37.0,M,1.0,Graduate,Single,$40K - $60K,Blue,27.0,5.0,3.0,4.0,3851.0,1695.0,2156.0,0.717,2349.0,61.0,0.968,0.44,0.00048435,0.99952
1780,743265108.0,Existing Customer,37.0,M,4.0,College,Single,$60K - $80K,Blue,,5.0,1.0,4.0,15936.0,827.0,15109.0,1.085,2477.0,49.0,1.042,0.052,0.00016114,0.99984
1781,713770383.0,Existing Customer,29.0,F,0.0,Uneducated,Divorced,Less than $40K,Blue,19.0,5.0,4.0,4.0,2926.0,0.0,2926.0,0.84,2775.0,74.0,1.114,0.0,0.00055021,0.99945
1782,712392108.0,Existing Customer,51.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,3.0,2.0,4.0,10305.0,691.0,9614.0,,1451.0,25.0,0.667,0.067,0.00032942,0.99967
1783,720145683.0,Existing Customer,54.0,M,1.0,College,Married,$60K - $80K,Blue,42.0,3.0,2.0,2.0,2987.0,2517.0,470.0,0.479,1617.0,35.0,0.75,0.843,0.00010387,0.9999
1784,714832383.0,Existing Customer,35.0,M,0.0,High School,Single,$80K - $120K,Gold,29.0,6.0,2.0,3.0,34516.0,1965.0,32551.0,1.044,2949.0,70.0,1.0,0.057,0.00018399,0.99982
1785,772706283.0,Existing Customer,38.0,F,2.0,College,Married,$40K - $60K,Blue,28.0,3.0,3.0,4.0,6275.0,1579.0,4696.0,0.996,1585.0,43.0,0.72,0.252,0.00050168,0.9995
1786,795920358.0,Existing Customer,33.0,F,2.0,High School,Married,Less than $40K,Blue,27.0,3.0,2.0,3.0,7185.0,0.0,7185.0,1.504,2679.0,45.0,0.8,0.0,0.0001861,0.99981
1787,716277558.0,Existing Customer,45.0,F,1.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,4.0,3281.0,1961.0,1320.0,0.744,1779.0,47.0,0.808,0.598,0.000498,0.9995
1788,764776833.0,Existing Customer,61.0,,0.0,Graduate,Married,$40K - $60K,Blue,54.0,3.0,3.0,2.0,3077.0,1646.0,1431.0,0.456,1523.0,30.0,0.579,0.535,0.00015435,0.99985
1789,710795883.0,Existing Customer,33.0,F,3.0,Uneducated,Married,Less than $40K,,16.0,6.0,1.0,4.0,2042.0,1864.0,178.0,1.318,2758.0,50.0,0.852,0.913,0.00016861,0.99983
1790,710428308.0,Existing Customer,55.0,M,4.0,High School,Single,$60K - $80K,Blue,51.0,4.0,1.0,4.0,2001.0,1553.0,448.0,0.482,1910.0,51.0,0.7,0.776,0.00016112,0.99984
1791,721096983.0,Existing Customer,34.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,3.0,4.0,3625.0,2517.0,1108.0,1.158,2616.0,46.0,1.3,0.694,,0.99948
1792,715760733.0,Existing Customer,58.0,M,4.0,High School,Married,$40K - $60K,Blue,47.0,6.0,3.0,,7803.0,1885.0,5918.0,0.531,1199.0,25.0,0.316,0.242,0.00052608,0.99947
1793,718227033.0,Existing Customer,38.0,F,4.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,1.0,2.0,5951.0,1702.0,4249.0,1.264,2565.0,53.0,0.71,0.286,5.7762e-05,0.99994
1794,720610008.0,Attrited Customer,59.0,M,1.0,College,Married,$120K +,Blue,50.0,1.0,5.0,4.0,,812.0,14984.0,0.719,1339.0,23.0,0.15,0.051,,0.00189674
1795,719517258.0,Existing Customer,57.0,,4.0,Unknown,Single,$80K - $120K,Blue,36.0,5.0,3.0,4.0,,1364.0,,0.719,3676.0,67.0,0.558,0.18,0.0005948,0.99941
